line_text,speaker
"Listen, could you please call Ann Perkins and tell her that I will be unable to enjoy lunch with her today, as I am just swamped.",Chris Traeger
All day.,Chris Traeger
Copy that.,April Ludgate
"Hi, Ann.",April Ludgate
This is April.,April Ludgate
I'm just calling to let you know that Chris can't make lunch today.,April Ludgate
I knew you wouldn't care.,April Ludgate
Goodbye.,April Ludgate
They started having sex at the court house.,Chief Trumple
We had no choice.,Chief Trumple
"Oh, well, I completely understand.",Leslie Knope
"Chief, I need to ask you a huge favor.",Leslie Knope
Leslie.,Ben Wyatt
Ron is a good man who just got caught up in something terrible.,Leslie Knope
And I was hoping that maybe you would reduce his charges and release him into my custody.,Leslie Knope
All right.,Chief Trumple
But keep him away from that crazy librarian.,Chief Trumple
I'll do my best.,Leslie Knope
"In fact, I don't want him within 500 feet of the library.",Chief Trumple
That's good advice for all of us.,Leslie Knope
Nothing but trouble there.,Chief Trumple
"Thanks a lot, bro.",Ben Wyatt
Sorry.,Ben Wyatt
"Hey, stop.",Leslie Knope
Take me back to Tammy.,Ron Swanson
"For the millionth time, no.",Leslie Knope
"That was not the favor we needed to ask for, Leslie.",Ben Wyatt
"If we don't get the police for the Harvest Festival, there is no Harvest Festival.",Ben Wyatt
I know.,Leslie Knope
I'll figure it out later.,Leslie Knope
Can you turn the radio off?,Ron Swanson
This is our song.,Ron Swanson
Your song is Dancing on the Ceiling by Lionel Richie?,Ben Wyatt
"Oh, wow, look at that.",Ben Wyatt
You shaved off part of your mustache.,Ben Wyatt
That's lovely.,Ben Wyatt
I didn't shave it off.,Ron Swanson
It rubbed off.,Ron Swanson
From friction.,Ron Swanson
Ugh.,Ben Wyatt
Ugh.,Leslie Knope
Ugh.,Ben Wyatt
"Ron Swanson, this is an intervention.",Leslie Knope
You have been spending the last 24 hours sipping on joy juice and tripping on Tammy.,Leslie Knope
"Well, the people in this room are your methadone.",Leslie Knope
And we're here to get you clean.,Leslie Knope
Congratulations!,Jerry Gergich
"Holy matrimony, there's the man of the hour.",Jerry Gergich
"Jerry, what is this?",Leslie Knope
That is the set of tumblers that I got from the registry.,Jerry Gergich
This is an intervention.,Leslie Knope
I thought you said on the phone it was a reception.,Jerry Gergich
Okay.,Leslie Knope
"All right, let's begin.",Leslie Knope
"I would like to address the goofy Iooking, dirty kimono wearing, cornrowed clown in the room.",Donna Meagle
"If you see Ron Swanson, can you give him this message?",Donna Meagle
You used to be a man.,Donna Meagle
You need to get your house in order.,Donna Meagle
"Look, I love you like a brother, but right now, I hate you like my actual brother, LeVondrious, who I hate.",Donna Meagle
"Okay, Tom.",Leslie Knope
"Ron, you look great.",Tom Haverford
Your skin is glowing.,Tom Haverford
I've never seen you so happy.,Tom Haverford
"Okay, sit down.",Leslie Knope
Andy.,Leslie Knope
"Ron, I do not really understand what is going on right now.",Andy Dwyer
"But no matter what, you must keep going.",Andy Dwyer
No.,Leslie Knope
You must stop.,Andy Dwyer
"I love you, buddy.",Andy Dwyer
Follow your dreams.,Andy Dwyer
Powerful stuff.,Leslie Knope
April?,Ann Perkins
What are you doing here?,Ann Perkins
I work for your boyfriend.,April Ludgate
What are you doing here?,April Ludgate
"I came to see why Chris stood me up for lunch, but I think I just figured it out.",Ann Perkins
Because he doesn't like you.,April Ludgate
"No, I'm pretty sure that's not it.",Ann Perkins
Actually it's because I didn't call you deliberately.,April Ludgate
"Which, if you ask me, is a fireable offense.",April Ludgate
So I would tell him that.,April Ludgate
"Also, he's not into you sexually.",April Ludgate
Ann Perkins.,Chris Traeger
April Ludgate.,Chris Traeger
Literally two of my favorite people on earth.,Chris Traeger
I'm sorry that I had to cancel lunch.,Chris Traeger
Not at all.,Ann Perkins
It's not a problem.,Ann Perkins
April here was very apologetic on the phone.,Ann Perkins
She also sent me flowers.,Ann Perkins
April.,Chris Traeger
Nice touch.,Chris Traeger
"Hello, Ron.",Ron Swanson
It's Ron.,Ron Swanson
"If you're watching this, it means that once again you have danced with the devil.",Ron Swanson
"Right now, you're probably thinking, ""Tammy's changed.""",Ron Swanson
"""We'll be happy together.""",Ron Swanson
But you're only thinking that because she's a monstrous parasite who entered through your privates and lodged herself in your brain.,Ron Swanson
So you have two choices.,Ron Swanson
"One, get rid of Tammy, or two, lobotomy and castration.",Ron Swanson
Choose wisely.,Ron Swanson
You stupid.,Ron Swanson
This is a waste of time.,Ron Swanson
You people have no idea what you're talking about.,Ron Swanson
That was you on the tape.,Leslie Knope
That was you talking.,Leslie Knope
Ron?,Tammy 2
Ron!,Tammy 2
Ron.,Tammy 2
There you are.,Tammy 2
Ron.,Leslie Knope
Stop it.,Leslie Knope
"God, please.",Leslie Knope
"Ron, don't do that.",Leslie Knope
"Oh, it's done, Leslie.",Ron Swanson
"Tammy and I are in love, and we're gonna start a family together.",Ron Swanson
"In fact, she's ovulating.",Ron Swanson
"So if you'll excuse us, we're heading off on our honeymoon.",Ron Swanson
Wow.,Jerry Gergich
Where are you going?,Jerry Gergich
Jerry.,Leslie Knope
We're gonna spend 11 days in my cabin in the woods.,Ron Swanson
We bought 10 cases of Gatorade and a 40-pound bag of peanuts for energy.,Tammy 2
Give me it.,Ron Swanson
Okay.,Leslie Knope
Excuse me.,Leslie Knope
"Oh, yeah.",Tammy 2
"Oh, God.",Tammy 2
"Ann and I are headed out and I just wanted to thank you for everything today, and I will see you tomorrow.",Chris Traeger
"Hi, Chris.",Andy Dwyer
Ron Swanson has sent me over to deliver to you this document.,Andy Dwyer
"""To whom it may concern, dear Chris, there is an emergency regarding the Parks Department, and April may just be the only person who can help.""",Chris Traeger
"""I can't get into details because it's superclassified.""",Chris Traeger
"""Please release April back to us permanently.""",Chris Traeger
"""God bless America.""",Chris Traeger
"""Love, Bert Macklin, FBI.""",Chris Traeger
What?,Andy Dwyer
Okay.,April Ludgate
"Well, bye.",April Ludgate
"April, listen.",Chris Traeger
"If you don't want to work for me, I'm not gonna force you.",Chris Traeger
You didn't have to do this.,Chris Traeger
She didn't do that.,Andy Dwyer
That was-- I think it sounds like it was Macklin's call.,Andy Dwyer
"Look, I get it.",Chris Traeger
"You're young, and trying isn't cool.",Chris Traeger
But I think you're smart.,Chris Traeger
"I'm gonna be going back to Indianapolis soon, and I think you should come work for me.",Chris Traeger
"Wow, move all the way to Indianapolis, so I can pick up your vitamins and supplements.",April Ludgate
Everybody starts somewhere.,Chris Traeger
"You'll travel, and you will meet interesting people.",Chris Traeger
Think about it.,Chris Traeger
Okay.,April Ludgate
I will.,April Ludgate
Apparently he wants April to move to Indianapolis with him.,Ann Perkins
So that's something.,Ann Perkins
I hope you're happy.,Leslie Knope
"Look, I just wanted to show him what it felt like to have your exwife date someone you know.",Tom Haverford
Whatever happened after that is not my fault.,Tom Haverford
"Yes, it is.",Leslie Knope
"Tom, you did a really crappy thing, and I think deep down, you know that.",Leslie Knope
Whatever happens to Ron Swanson is on you.,Leslie Knope
"Excuse me, chief.",Ben Wyatt
Sorry to interrupt.,Ben Wyatt
"Hey, calzone boy, what's up?",Chief Trumple
"Well, here's hoping that that nickname doesn't stick.",Ben Wyatt
Right?,Ben Wyatt
But that's not why I'm here.,Ben Wyatt
"Leslie Knope asked you for a favor the other day, but the real favor we need is much bigger.",Ben Wyatt
"You mean, like calzone size?",Chief Trumple
Ah!,Ben Wyatt
Sure.,Ben Wyatt
We need the Pawnee police force to volunteer as security during the upcoming Harvest Festival.,Ben Wyatt
"Now, the city won't let us throw the festival unless Say no more.",Ben Wyatt
Just send me a schedule of how many officers you need and when.,Chief Trumple
Really?,Ben Wyatt
Just like that?,Ben Wyatt
Leslie Knope gets as many favors as she needs.,Chief Trumple
Can I ask why?,Ben Wyatt
Because she's the kind of a person who uses favors to help other people.,Chief Trumple
"And also, my buddy Dave was the crankiest bastard in the department till he started dating Leslie.",Chief Trumple
So she-- Okay.,Ben Wyatt
Are they still dating or--,Ben Wyatt
No. Moved to San Diego a year ago.,Chief Trumple
"Was it a serious thing, or...",Ben Wyatt
What do you care? You a pervert?,Chief Trumple
"Nope, nope.",Ben Wyatt
I'm all good.,Ben Wyatt
Everything's fine.,Ben Wyatt
This is fine.,Ben Wyatt
Don't think I won't do it.,Tammy 2
I'll wear this to work.,Tammy 2
"All right, one more.",Tammy 2
"What's in here, huh? A new library card?",Tammy 2
Read the name.,Extra
"""Tammy Swanson Swanson.""",Tammy 2
"You guys, that's amazing.",Tammy 2
"Well, you about ready to go, my love?",Ron Swanson
Yeah.,Tammy 2
"Wait, wait, Ron! Stop!",Tom Haverford
Tom?,Ron Swanson
"Jerry, what the hell? Don't do it.",Tom Haverford
She doesn't love you.,Tom Haverford
You don't know what you're talking about. What are you doing here?,Ron Swanson
"Yes, I do, okay? When I asked her to be my date, she cackled for a full minute and said, and I quote, ""Anything to make Ron miserable.""",Tom Haverford
"It's not real, man.",Tom Haverford
She's just messing with you.,Tom Haverford
"He's lying, Ron.",Tammy 2
"Stay out of this, Glenn.",Tammy 2
It's Tom! And I'm not lying.,Tom Haverford
I'm not gonna let you destroy Ron.,Tom Haverford
You're just gonna have to-- Ow! Ow!,Tom Haverford
"He's attacking me, Ron! Kill him! Yeah! Do your worst, Glenn! You're gonna have to do better than that.",Tammy 2
"Why are you hitting yourself, Glenn? Stop hitting yourself.",Tammy 2
"Tammy, that's enough!",Ron Swanson
"What? Hey, baby.",Tammy 2
You almost had me.,Ron Swanson
Again.,Ron Swanson
"But seeing you pick on this pathetic, defenseless little man...",Ron Swanson
Hey.,Tom Haverford
Reminded me what kind of a monster you are.,Ron Swanson
You're a joke.,Tammy 2
You're not even a man anymore.,Tammy 2
"Oh, and by the way, last night, I faked four out of the seven.",Tammy 2
So did I.,Ron Swanson
"Let's go, son.",Ron Swanson
Hey.,Ben Wyatt
Hey.,Leslie Knope
Sorry about the whole mess.,Leslie Knope
"The crisis has been averted, so let's go talk to the chief.",Leslie Knope
I already talked to him.,Ben Wyatt
"They'll give us the hours we need, no problem.",Ben Wyatt
Great.,Leslie Knope
What a relief.,Leslie Knope
Yeah.,Ben Wyatt
"Hey, are you hungry? I haven't eaten.",Ben Wyatt
"You know, yeah.",Leslie Knope
"There's a really great calzone place over in ""Idiotville.""",Leslie Knope
"Oh, really?",Ben Wyatt
"Down on ""Terrible Idea Avenue.""",Leslie Knope
Okay.,Ben Wyatt
That's weird.,Ben Wyatt
"'Cause I thought it was on Beating a Dead Horse Boulevard.""",Ben Wyatt
Calzones are pointless.,Leslie Knope
They're just pizza that's harder to eat.,Leslie Knope
No one likes them.,Leslie Knope
"Good day, sir.",Leslie Knope
"Leslie, I-- You know, I...",Ben Wyatt
I'm just kidding.,Leslie Knope
Let's go.,Leslie Knope
Okay.,Ben Wyatt
That was funny.,Ben Wyatt
High and tight.,Ron Swanson
Do you think it's gonna leave a scar?,Tom Haverford
"Tom, women like scars.",Ron Swanson
"Shows you survived an attack, and they'll assume the attack was from a man.",Ron Swanson
"Sorry, Ron, about everything.",Tom Haverford
To true love.,Ron Swanson
May we both find it.,Ron Swanson
I'll drink to that.,Tom Haverford
Nice glasses.,Tom Haverford
Wedding present from Jerry.,Ron Swanson
You're not gonna return them?,Tom Haverford
"Nah, too much hassle.",Ron Swanson
I found this typewriter next to the courtyard dumpster.,Ron Swanson
An old Underwood 5 with original carriage return.,Ron Swanson
"Took her home, polished her up and bought a brand new ribbon off of electronicbay.com",Ron Swanson
"Okay, somebody has got to do something.",April Ludgate
I'm getting a cluster headache.,April Ludgate
He's leaving.,Jerry Gergich
Let's go.,Tom Haverford
I've got to throw it away.,Tom Haverford
"No, I'm not.",Tom Haverford
It weighs a billion tons.,Tom Haverford
"What is he typing, anyway?",Jerry Gergich
"""If you sons of bitches try to remove this typewriter, I'll kill you.""",Donna Meagle
I'm going to type every word I know!,Ron Swanson
Rectangle.,Ron Swanson
America.,Ron Swanson
Megaphone.,Ron Swanson
Monday.,Ron Swanson
Butthole.,Ron Swanson
"Well, I hate to be the bearer of bad tidings, but these interviews are more important than we thought.",Ben Wyatt
"Harvest Fest is two weeks away, and awareness is still pretty low.",Ben Wyatt
"Boy, 35%?",Leslie Knope
It's actually 34.2%,Ben Wyatt
"""34.2%""",Leslie Knope
"I'm Ben, the numbers robot.",Leslie Knope
It's just an exact calculation.,Ben Wyatt
"""It's just an exact calculation.""",Tom Haverford
All right.,Ben Wyatt
"So, we're doing a huge media blitz to publicize the Harvest Festival, and we've got TV, newspaper, radio. And I even called Oprah.",Leslie Knope
"Well, I tried to call Oprah.",Leslie Knope
I couldn't get her number.,Leslie Knope
"I'm putting it out there, like The Secret.",Leslie Knope
"And hopefully, she'll call me.",Leslie Knope
Our first interview is at 93.7 FM with Crazy Ira and The Douche.,Leslie Knope
Crazy Ira and The Douche.,Tom Haverford
They are Pawnee's most hilarious drive time radio guys.,Leslie Knope
So much better than Tubby Tony and the Papaya.,Tom Haverford
Am I right?,Tom Haverford
They're seriously so funny.,Leslie Knope
Is this right?,Ann Perkins
"This feels almost perfect, but I don't think your core has maximized elasticity.",Chris Traeger
